transaction_id,transaction_date,transaction_amount,sender_account,beneficiary_account
2280,2024-03-19,768.99,461,728
2281,2024-07-05,551.92,643,89
2282,2024-01-19,607.11,89,52
2283,2024-07-07,546.4,52,757
2284,2024-08-06,491.76,757,148
2285,2024-10-03,540.94,148,643
2286,2024-10-31,829.11,251,670
2287,2024-02-01,746.2,670,401
2288,2024-04-18,671.58,401,48
2289,2024-05-30,604.42,48,828
2290,2024-03-31,664.86,828,251
2291,2024-09-06,20.5,769,403
2292,2024-09-15,18.45,403,179
2293,2024-09-27,16.61,179,992
2294,2024-08-01,18.27,992,395
2295,2024-03-12,20.1,395,769
2296,2024-09-14,60.64,950,884
2297,2024-03-18,54.58,884,742
2298,2024-03-31,49.12,742,601
2299,2024-08-27,54.03,601,15
2300,2024-10-06,59.43,15,950
2301,2024-06-08,260.36,55,361
2302,2024-06-19,286.4,361,219
2303,2024-04-24,315.04,219,290
2304,2024-10-22,283.54,290,329
2305,2024-10-12,255.19,329,55
2306,2024-11-19,629.68,255,866
2307,2024-08-23,692.65,866,745
2308,2024-12-06,623.38,745,141
2309,2024-01-18,685.72,141,699
2310,2024-09-16,617.15,699,255
2311,2024-03-04,349.49,74,827
2312,2024-11-09,384.44,827,615
2313,2024-01-18,346.0,615,455
2314,2024-07-28,311.4,455,479
2315,2024-08-03,280.26,479,74
2316,2024-09-08,614.03,593,618
2317,2024-05-17,552.63,618,921
2318,2024-07-16,497.37,921,792
2319,2024-05-14,447.63,792,137
2320,2024-05-20,492.39,137,593
2321,2024-04-16,541.2,97,987
2322,2024-08-08,595.32,987,477
2323,2024-06-23,654.85,477,306
2324,2024-08-11,720.34,306,782
2325,2024-08-24,648.31,782,97
2326,2024-11-02,293.28,444,434
2327,2024-01-17,322.61,434,388
2328,2024-11-15,354.87,388,347
2329,2024-01-20,390.36,347,961
2330,2024-11-21,351.32,961,444
2331,2024-06-24,711.6,350,635
2332,2024-12-28,782.76,635,315
2333,2024-02-13,861.04,315,413
2334,2024-10-21,947.14,413,222
2335,2024-11-08,852.43,222,350
2336,2024-01-30,28.35,351,85
2337,2024-08-17,25.52,85,338
2338,2024-12-19,22.97,338,760
2339,2024-09-13,20.67,760,817
2340,2024-03-29,18.6,817,351
2341,2024-03-30,447.24,20,873
2342,2024-08-12,491.96,873,993
2343,2024-05-28,541.16,993,397
2344,2024-06-27,487.04,397,97
2345,2024-04-03,535.74,97,20
2346,2024-07-30,11.49,68,248
2347,2024-10-20,10.34,248,83
2348,2024-12-04,11.37,83,738
2349,2024-07-15,12.51,738,816
2350,2024-12-20,11.26,816,68
2351,2024-06-15,877.13,3,814
2352,2024-12-22,964.84,814,298
2353,2024-04-08,868.36,298,727
2354,2024-01-01,955.2,727,840
2355,2024-08-02,1050.72,840,3
2356,2024-02-15,813.23,335,318
2357,2024-06-17,731.91,318,566
2358,2024-04-20,805.1,566,87
2359,2024-10-01,885.61,87,626
2360,2024-11-22,797.05,626,335
2361,2024-11-11,128.85,194,417
2362,2024-03-26,141.74,417,51
2363,2024-12-02,155.91,51,925
2364,2024-07-01,140.32,925,854
2365,2024-12-31,126.29,854,194
2366,2024-01-30,536.84,614,100
2367,2024-09-25,483.16,100,11
2368,2024-06-14,531.48,11,359
2369,2024-06-27,478.33,359,151
2370,2024-01-14,430.5,151,614
2371,2024-01-22,449.82,286,675
2372,2024-08-12,404.84,675,600
2373,2024-02-17,445.32,600,479
2374,2024-10-03,400.79,479,111
2375,2024-09-24,440.87,111,286
2376,2024-01-04,17.76,971,622
2377,2024-04-01,15.98,622,207
2378,2024-04-17,17.58,207,249
2379,2024-04-29,15.82,249,364
2380,2024-12-07,17.4,364,971
2381,2024-04-15,713.58,583,622
2382,2024-12-26,784.94,622,234
2383,2024-04-09,706.45,234,752
2384,2024-04-04,777.1,752,601
2385,2024-06-11,699.39,601,583
2386,2024-08-01,729.12,188,143
2387,2024-01-11,802.03,143,298
2388,2024-02-12,882.23,298,481
2389,2024-08-20,794.01,481,212
2390,2024-06-11,873.41,212,188
2391,2024-03-22,277.9,303,872
2392,2024-12-01,250.11,872,151
2393,2024-05-05,225.1,151,558
2394,2024-11-29,247.61,558,834
2395,2024-05-16,272.37,834,303
2396,2024-11-04,72.48,842,888
2397,2024-01-04,65.23,888,122
2398,2024-05-15,71.75,122,952
2399,2024-11-03,64.58,952,705
2400,2024-04-08,58.12,705,842
2401,2024-10-18,379.13,543,516
2402,2024-12-29,417.04,516,361
2403,2024-02-07,375.34,361,510
2404,2024-06-02,337.81,510,333
2405,2024-11-20,371.59,333,543
2406,2024-06-02,59.83,970,330
2407,2024-04-14,53.85,330,454
2408,2024-11-17,48.47,454,142
2409,2024-05-27,53.32,142,964
2410,2024-11-06,47.99,964,970
2411,2024-09-15,946.15,491,418
2412,2024-07-12,851.53,418,15
2413,2024-10-15,766.38,15,950
2414,2024-05-22,689.74,950,492
2415,2024-08-18,620.77,492,491
2416,2024-07-21,194.45,126,262
2417,2024-02-19,213.9,262,48
2418,2024-03-25,235.29,48,45
2419,2024-11-10,211.76,45,243
2420,2024-08-25,232.94,243,126
2421,2024-08-07,274.52,725,812
2422,2024-06-22,301.97,812,3
2423,2024-06-24,332.17,3,588
2424,2024-09-12,298.95,588,368
2425,2024-08-25,269.06,368,725
2426,2024-01-06,986.92,181,496
2427,2024-05-17,1085.61,496,795
2428,2024-08-23,977.05,795,944
2429,2024-09-09,1074.76,944,333
2430,2024-09-06,967.28,333,181
2431,2024-11-02,943.8,435,37
2432,2024-03-07,1038.18,37,346
2433,2024-02-08,1142.0,346,498
2434,2024-09-23,1027.8,498,510
2435,2024-06-07,1130.58,510,435
2436,2024-12-18,596.28,218,40
2437,2024-01-20,536.65,40,650
2438,2024-01-05,482.99,650,894
2439,2024-10-20,531.29,894,224
2440,2024-11-18,584.42,224,218
2441,2024-09-13,619.2,904,690
2442,2024-10-14,681.12,690,883
2443,2024-09-09,613.01,883,670
2444,2024-07-17,674.31,670,540
2445,2024-07-19,606.88,540,904
2446,2024-09-11,1059.23,806,447
2447,2024-09-19,953.31,447,996
2448,2024-05-05,857.98,996,102
2449,2024-09-22,943.78,102,971
2450,2024-10-15,1038.16,971,806
2451,2024-05-15,393.9,493,902
2452,2024-05-08,354.51,902,945
2453,2024-12-12,319.06,945,100
2454,2024-10-28,287.15,100,938
2455,2024-02-23,315.87,938,493
2456,2024-11-05,511.76,411,248
2457,2024-08-28,562.94,248,763
2458,2024-05-03,619.23,763,777
2459,2024-08-12,557.31,777,181
2460,2024-09-18,501.58,181,411
2461,2024-08-07,608.72,798,334
2462,2024-03-25,547.85,334,145
2463,2024-03-03,602.64,145,753
2464,2024-06-21,542.38,753,991
2465,2024-07-20,488.14,991,798
2466,2024-06-15,686.79,821,520
2467,2024-02-09,618.11,520,208
2468,2024-03-07,679.92,208,123
2469,2024-02-21,611.93,123,699
2470,2024-06-14,550.74,699,821
2471,2024-01-19,776.22,589,529
2472,2024-05-03,853.84,529,146
2473,2024-06-23,768.46,146,793
2474,2024-02-13,691.61,793,446
2475,2024-12-20,760.77,446,589
2476,2024-01-01,577.82,338,96
2477,2024-12-22,635.6,96,57
2478,2024-01-02,699.16,57,824
2479,2024-05-12,629.24,824,718
2480,2024-04-09,566.32,718,338
2481,2024-01-19,499.86,949,548
2482,2024-08-08,449.87,548,61
2483,2024-04-03,494.86,61,700
2484,2024-05-07,445.37,700,320
2485,2024-04-20,489.91,320,949
2486,2024-12-10,583.96,810,226
2487,2024-08-31,642.36,226,174
2488,2024-01-08,706.6,174,168
2489,2024-08-28,635.94,168,289
2490,2024-09-20,572.35,289,810
2491,2024-03-24,291.4,858,600
2492,2024-05-29,262.26,600,772
2493,2024-01-05,236.03,772,834
2494,2024-09-27,259.63,834,571
2495,2024-02-15,233.67,571,858
2496,2024-06-15,236.08,421,606
2497,2024-08-24,212.47,606,680
2498,2024-03-18,233.72,680,678
2499,2024-02-19,210.35,678,831
2500,2024-03-31,231.39,831,421
2501,2024-10-25,815.1,915,69
2502,2024-05-07,733.59,69,434
2503,2024-11-24,660.23,434,699
2504,2024-06-13,726.25,699,903
2505,2024-10-17,653.62,903,915
2506,2024-11-25,215.92,96,518
2507,2024-03-31,194.33,518,612
2508,2024-06-15,213.76,612,522
2509,2024-04-26,235.14,522,396
2510,2024-07-24,258.65,396,96
2511,2024-11-08,305.45,685,448
2512,2024-10-18,336.0,448,259
2513,2024-10-19,302.4,259,453
2514,2024-02-20,272.16,453,962
2515,2024-07-09,244.94,962,685
2516,2024-02-25,532.58,361,907
2517,2024-08-02,585.84,907,337
2518,2024-04-13,644.42,337,712
2519,2024-12-08,708.86,712,436
2520,2024-03-19,779.75,436,361
2521,2024-08-12,862.44,735,558
2522,2024-06-11,948.68,558,588
2523,2024-10-21,853.81,588,473
2524,2024-12-05,768.43,473,306
2525,2024-07-18,845.27,306,735
2526,2024-04-28,304.07,186,130
2527,2024-08-15,334.48,130,516
2528,2024-03-27,367.93,516,23
2529,2024-03-20,404.72,23,818
2530,2024-04-25,364.25,818,186
2531,2024-12-06,1023.34,26,852
2532,2024-03-30,1125.67,852,679
2533,2024-01-05,1013.1,679,397
2534,2024-07-09,911.79,397,935
2535,2024-12-03,820.61,935,26
2536,2024-03-25,779.12,862,620
2537,2024-09-17,857.03,620,686
2538,2024-04-02,942.73,686,716
2539,2024-12-05,1037.0,716,715
2540,2024-06-02,933.3,715,862
2541,2024-04-19,342.9,639,331
2542,2024-05-04,377.19,331,517
2543,2024-04-12,339.47,517,9
2544,2024-02-15,373.42,9,129
2545,2024-02-12,410.76,129,639
2546,2024-04-24,217.83,482,292
2547,2024-09-22,196.05,292,316
2548,2024-04-26,176.45,316,118
2549,2024-05-12,194.09,118,89
2550,2024-03-12,174.68,89,482
2551,2024-07-16,620.94,789,133
2552,2024-05-26,558.85,133,238
2553,2024-05-14,502.97,238,307
2554,2024-12-19,452.67,307,28
2555,2024-10-12,497.94,28,789
2556,2024-06-12,181.63,576,150
2557,2024-11-04,163.47,150,139
2558,2024-04-17,179.82,139,351
2559,2024-05-23,161.84,351,91
2560,2024-12-18,145.66,91,576
2561,2024-07-14,754.59,228,181
2562,2024-07-07,830.05,181,16
2563,2024-10-09,913.06,16,63
2564,2024-07-09,821.75,63,856
2565,2024-11-12,903.93,856,228
2566,2024-09-30,218.75,67,909
2567,2024-05-08,240.63,909,572
2568,2024-07-03,216.57,572,348
2569,2024-10-15,194.91,348,64
2570,2024-11-08,175.42,64,67
2571,2024-11-19,222.29,7,828
2572,2024-08-22,200.06,828,125
2573,2024-05-24,180.05,125,509
2574,2024-07-24,198.06,509,293
2575,2024-09-21,217.87,293,7
2576,2024-03-28,696.38,832,290
2577,2024-11-29,766.02,290,921
2578,2024-05-09,842.62,921,230
2579,2024-05-02,926.88,230,51
2580,2024-02-06,1019.57,51,832
2581,2024-04-22,340.96,126,215
2582,2024-02-09,375.06,215,21
2583,2024-11-02,412.57,21,922
2584,2024-07-12,371.31,922,667
2585,2024-10-02,408.44,667,126
2586,2024-01-07,640.84,98,82
2587,2024-08-21,704.92,82,259
2588,2024-12-08,634.43,259,658
2589,2024-06-13,697.87,658,349
2590,2024-06-13,628.08,349,98
2591,2024-07-28,772.62,502,21
2592,2024-12-31,849.88,21,696
2593,2024-11-20,934.87,696,981
2594,2024-02-26,841.38,981,294
2595,2024-09-22,757.24,294,502
2596,2024-06-13,668.39,995,879
2597,2024-05-31,735.23,879,257
2598,2024-07-17,661.71,257,824
2599,2024-07-09,595.54,824,888
2600,2024-02-03,655.09,888,995
2601,2024-12-09,22.31,158,486
2602,2024-07-24,20.08,486,192
2603,2024-06-20,22.09,192,828
2604,2024-07-08,24.3,828,287
2605,2024-06-13,21.87,287,158
2606,2024-05-14,447.83,570,181
2607,2024-12-27,403.05,181,522
2608,2024-10-27,443.36,522,977
2609,2024-02-26,399.02,977,374
2610,2024-04-04,359.12,374,570
2611,2024-11-01,34.97,3,698
2612,2024-02-29,38.47,698,846
2613,2024-02-04,34.62,846,224
2614,2024-09-26,31.16,224,865
2615,2024-09-10,34.28,865,3
2616,2024-10-02,70.94,784,215
2617,2024-02-15,78.03,215,654
2618,2024-04-04,85.83,654,710
2619,2024-02-10,94.41,710,723
2620,2024-03-29,103.85,723,784
2621,2024-04-02,225.83,564,67
2622,2024-03-24,203.25,67,547
2623,2024-05-11,182.93,547,513
2624,2024-07-24,164.64,513,432
2625,2024-03-10,148.18,432,564
2626,2024-05-31,437.95,314,169
2627,2024-08-02,394.15,169,287
2628,2024-03-08,354.74,287,135
2629,2024-01-29,319.27,135,829
2630,2024-02-10,287.34,829,314
2631,2024-04-24,375.7,343,110
2632,2024-12-16,338.13,110,397
2633,2024-08-07,304.32,397,904
2634,2024-02-24,334.75,904,595
2635,2024-05-12,301.28,595,343
2636,2024-11-29,879.17,458,714
2637,2024-10-24,967.09,714,158
2638,2024-07-01,870.38,158,682
2639,2024-10-10,957.42,682,80
2640,2024-11-05,861.68,80,458
2641,2024-08-12,448.39,441,293
2642,2024-10-25,403.55,293,84
2643,2024-04-28,443.91,84,425
2644,2024-04-07,399.52,425,379
2645,2024-05-23,439.47,379,441
2646,2024-08-14,193.42,327,519
2647,2024-09-03,174.08,519,541
2648,2024-12-04,156.67,541,387
2649,2024-06-28,172.34,387,166
2650,2024-05-30,155.11,166,327
2651,2024-01-05,722.1,111,821
2652,2024-09-19,649.89,821,784
2653,2024-12-07,584.9,784,859
2654,2024-07-18,643.39,859,879
2655,2024-11-28,707.73,879,111
2656,2024-09-05,871.48,534,856
2657,2024-12-11,784.33,856,122
2658,2024-12-16,705.9,122,467
2659,2024-11-30,635.31,467,322
2660,2024-11-29,698.84,322,534
2661,2024-12-20,338.81,158,343
2662,2024-02-24,304.93,343,287
2663,2024-03-22,335.42,287,962
2664,2024-09-20,301.88,962,964
2665,2024-05-16,271.69,964,158
2666,2024-04-16,516.63,145,210
2667,2024-10-03,568.29,210,248
2668,2024-06-18,625.12,248,310
2669,2024-10-03,562.61,310,71
2670,2024-09-24,506.35,71,145
2671,2024-07-11,664.43,798,895
2672,2024-11-08,597.99,895,345
2673,2024-01-23,538.19,345,659
2674,2024-01-16,592.01,659,614
2675,2024-02-16,532.81,614,798
2676,2024-04-22,78.8,476,358
2677,2024-01-01,70.92,358,566
2678,2024-03-20,63.83,566,858
2679,2024-03-20,70.21,858,971
2680,2024-01-27,77.23,971,476
2681,2024-11-01,144.28,671,581
2682,2024-12-19,158.71,581,198
2683,2024-06-24,174.58,198,213
2684,2024-08-27,192.04,213,211
2685,2024-04-30,172.84,211,671
2686,2024-11-20,838.61,694,753
2687,2024-03-16,754.75,753,765
2688,2024-05-18,679.27,765,25
2689,2024-08-24,747.2,25,132
2690,2024-04-11,821.92,132,694
2691,2024-10-01,375.01,313,584
2692,2024-08-07,412.51,584,273
2693,2024-03-06,453.76,273,226
2694,2024-02-05,499.14,226,60
2695,2024-10-06,549.05,60,313
2696,2024-04-24,779.73,478,267
2697,2024-07-15,857.7,267,218
2698,2024-09-12,943.47,218,332
2699,2024-10-26,1037.82,332,461
2700,2024-05-16,1141.6,461,478
2701,2024-12-15,653.84,913,613
2702,2024-07-03,588.46,613,280
2703,2024-10-21,647.31,280,299
2704,2024-11-20,712.04,299,275
2705,2024-02-15,783.24,275,913
2706,2024-02-26,456.38,287,408
2707,2024-01-21,410.74,408,207
2708,2024-08-27,369.67,207,987
2709,2024-04-18,406.64,987,970
2710,2024-08-26,365.98,970,287
2711,2024-06-25,773.81,189,541
2712,2024-04-12,696.43,541,531
2713,2024-01-20,626.79,531,401
2714,2024-05-17,689.47,401,196
2715,2024-03-19,620.52,196,189
2716,2024-06-30,863.56,409,399
2717,2024-09-05,777.2,399,489
2718,2024-11-16,699.48,489,338
2719,2024-05-07,769.43,338,580
2720,2024-11-08,846.37,580,409
2721,2024-09-16,535.14,204,996
2722,2024-08-30,481.63,996,380
2723,2024-11-06,529.79,380,215
2724,2024-11-17,582.77,215,327
2725,2024-09-29,641.05,327,204
2726,2024-09-29,882.1,402,722
2727,2024-01-03,970.31,722,575
2728,2024-06-18,873.28,575,110
2729,2024-12-30,960.61,110,341
2730,2024-09-10,1056.67,341,402
2731,2024-01-20,645.51,65,662
2732,2024-03-27,710.06,662,877
2733,2024-11-28,639.05,877,194
2734,2024-11-23,575.14,194,444
2735,2024-06-02,517.63,444,65
2736,2024-09-10,560.41,950,237
2737,2024-10-26,504.37,237,586
2738,2024-02-16,554.81,586,986
2739,2024-08-31,610.29,986,333
2740,2024-01-07,671.32,333,950
2741,2024-08-29,946.4,550,627
2742,2024-07-16,851.76,627,364
2743,2024-05-05,766.58,364,37
2744,2024-08-27,689.92,37,899
2745,2024-03-11,620.93,899,550
2746,2024-01-28,849.89,233,953
2747,2024-02-26,934.88,953,119
2748,2024-08-28,1028.37,119,124
2749,2024-05-16,925.53,124,407
2750,2024-12-12,1018.08,407,233
2751,2024-10-08,555.32,551,13
2752,2024-03-01,499.79,13,119
2753,2024-01-28,449.81,119,971
2754,2024-10-14,404.83,971,603
2755,2024-03-25,364.35,603,551
2756,2024-12-14,606.55,912,450
2757,2024-03-14,545.89,450,704
2758,2024-09-09,600.48,704,982
2759,2024-10-05,660.53,982,702
2760,2024-01-19,726.58,702,912
2761,2024-12-18,505.01,611,810
2762,2024-06-06,454.51,810,957
2763,2024-02-23,499.96,957,696
2764,2024-03-07,549.96,696,11
2765,2024-07-18,604.96,11,611
2766,2024-04-03,92.19,98,310
2767,2024-01-20,82.97,310,898
2768,2024-07-24,74.67,898,504
2769,2024-06-21,67.2,504,448
2770,2024-08-08,73.92,448,98
2771,2024-01-19,902.9,19,871
2772,2024-02-06,812.61,871,288
2773,2024-01-08,893.87,288,285
2774,2024-09-25,983.26,285,990
2775,2024-03-08,884.93,990,19
2776,2024-10-25,1005.1,904,643
2777,2024-09-10,904.59,643,294
2778,2024-09-21,814.13,294,75
2779,2024-12-21,732.72,75,361
2780,2024-03-20,659.45,361,904
2781,2024-11-04,795.84,74,411
2782,2024-10-10,875.42,411,324
2783,2024-11-19,787.88,324,91
2784,2024-03-04,866.67,91,134
2785,2024-07-10,953.34,134,74
2786,2024-05-02,650.07,564,459
2787,2024-12-10,715.08,459,563
2788,2024-04-16,643.57,563,232
2789,2024-10-01,707.93,232,633
2790,2024-01-10,637.14,633,564
2791,2024-05-27,472.27,443,294
2792,2024-09-08,519.5,294,579
2793,2024-02-21,467.55,579,966
2794,2024-09-23,514.31,966,2
2795,2024-10-05,565.74,2,443
2796,2024-05-14,76.45,388,169
2797,2024-10-15,84.1,169,12
2798,2024-02-18,92.51,12,979
2799,2024-10-31,101.76,979,240
2800,2024-03-22,91.58,240,388
2801,2024-10-25,77.33,619,926
2802,2024-11-16,85.06,926,990
2803,2024-12-17,76.55,990,787
2804,2024-07-15,68.89,787,398
2805,2024-05-12,62.0,398,619
2806,2024-01-15,553.29,116,84
2807,2024-08-11,497.96,84,798
2808,2024-06-27,547.76,798,140
2809,2024-09-20,492.98,140,442
2810,2024-12-19,443.68,442,116
2811,2024-03-02,571.91,33,281
2812,2024-08-01,629.1,281,961
2813,2024-02-15,692.01,961,49
2814,2024-06-20,761.21,49,253
2815,2024-05-06,837.33,253,33
2816,2024-03-07,807.76,345,916
2817,2024-08-15,888.54,916,421
2818,2024-02-04,977.39,421,447
2819,2024-09-05,1075.13,447,992
2820,2024-12-02,967.62,992,345
2821,2024-04-17,877.49,382,565
2822,2024-02-19,789.74,565,929
2823,2024-05-18,868.71,929,572
2824,2024-06-18,781.84,572,117
2825,2024-07-10,860.02,117,382
2826,2024-08-22,440.98,905,454
2827,2024-02-19,396.88,454,613
2828,2024-09-22,436.57,613,600
2829,2024-07-14,480.23,600,683
2830,2024-01-21,528.25,683,905
2831,2024-09-25,134.25,482,472
2832,2024-03-25,147.68,472,824
2833,2024-10-14,162.45,824,186
2834,2024-01-26,146.2,186,573
2835,2024-07-09,160.82,573,482
2836,2024-07-19,597.07,773,500
2837,2024-12-31,656.78,500,361
2838,2024-12-31,591.1,361,106
2839,2024-04-02,650.21,106,931
2840,2024-05-07,715.23,931,773
2841,2024-06-11,422.68,204,571
2842,2024-07-16,380.41,571,335
2843,2024-12-02,418.45,335,985
2844,2024-06-23,376.61,985,412
2845,2024-12-23,414.27,412,204
2846,2024-10-01,229.21,419,672
2847,2024-08-23,252.13,672,367
2848,2024-03-05,226.92,367,579
2849,2024-04-25,204.23,579,498
2850,2024-11-25,183.81,498,419
2851,2024-06-08,728.21,884,703
2852,2024-04-21,655.39,703,931
2853,2024-05-27,589.85,931,418
2854,2024-10-16,648.84,418,325
2855,2024-07-28,583.96,325,884
2856,2024-08-03,330.86,721,944
2857,2024-12-02,297.77,944,766
2858,2024-10-01,267.99,766,227
2859,2024-04-14,241.19,227,224
2860,2024-12-15,217.07,224,721
2861,2024-12-22,281.84,999,647
2862,2024-01-06,253.66,647,583
2863,2024-04-04,228.29,583,592
2864,2024-02-13,205.46,592,106
2865,2024-09-27,184.91,106,999
2866,2024-12-06,15.51,619,179
2867,2024-04-15,17.06,179,486
2868,2024-09-07,15.35,486,786
2869,2024-03-02,13.81,786,404
2870,2024-04-06,15.19,404,619
2871,2024-05-16,156.96,612,522
2872,2024-09-10,141.26,522,93
2873,2024-12-24,155.39,93,429
2874,2024-07-03,139.85,429,463
2875,2024-11-10,125.86,463,612
2876,2024-07-23,118.38,99,541
2877,2024-04-03,106.54,541,237
2878,2024-05-30,95.89,237,474
2879,2024-03-02,86.3,474,199
2880,2024-01-25,77.67,199,99
2881,2024-02-24,1073.27,313,464
2882,2024-05-09,965.94,464,155
2883,2024-12-31,869.35,155,240
2884,2024-03-13,956.29,240,877
2885,2024-04-16,860.66,877,313
2886,2024-11-27,866.62,167,943
2887,2024-11-07,953.28,943,834
2888,2024-10-19,1048.61,834,709
2889,2024-04-11,943.75,709,938
2890,2024-04-27,1038.12,938,167
2891,2024-08-30,286.14,179,124
2892,2024-09-10,257.53,124,640
2893,2024-02-20,283.28,640,701
2894,2024-04-23,311.61,701,708
2895,2024-04-14,342.77,708,179
2896,2024-07-25,888.1,554,910
2897,2024-01-29,799.29,910,759
2898,2024-11-29,879.22,759,269
2899,2024-06-15,791.3,269,647
2900,2024-02-05,712.17,647,554
2901,2024-09-02,117.7,321,996
2902,2024-07-20,129.47,996,252
2903,2024-05-29,142.42,252,665
2904,2024-04-07,156.66,665,119
2905,2024-01-04,172.33,119,321
2906,2024-09-13,364.69,913,113
2907,2024-11-04,401.16,113,368
2908,2024-05-06,361.04,368,861
2909,2024-04-23,397.14,861,756
2910,2024-05-04,436.85,756,913
2911,2024-11-24,476.93,999,532
2912,2024-09-18,429.24,532,928
2913,2024-01-21,386.32,928,833
2914,2024-06-03,424.95,833,407
2915,2024-06-19,382.45,407,999
2916,2024-06-28,627.52,328,917
2917,2024-07-17,564.77,917,495
2918,2024-04-24,621.25,495,9
2919,2024-09-14,683.38,9,418
2920,2024-10-25,751.72,418,328
2921,2024-05-05,873.37,672,961
2922,2024-09-08,786.03,961,997
2923,2024-01-04,864.63,997,446
2924,2024-05-23,951.09,446,511
2925,2024-03-09,855.98,511,672
2926,2024-07-11,849.54,950,269
2927,2024-12-24,764.59,269,610
2928,2024-08-21,688.13,610,985
2929,2024-07-11,619.32,985,551
2930,2024-02-16,681.25,551,950
2931,2024-11-08,275.61,374,772
2932,2024-08-09,303.17,772,443
2933,2024-05-30,333.49,443,58
2934,2024-07-15,300.14,58,892
2935,2024-02-21,330.15,892,374
2936,2024-12-18,550.16,632,727
2937,2024-11-18,495.14,727,223
2938,2024-10-22,544.65,223,748
2939,2024-03-28,599.12,748,440
2940,2024-02-21,539.21,440,632
2941,2024-09-04,346.19,187,906
2942,2024-12-24,311.57,906,716
2943,2024-11-25,280.41,716,523
2944,2024-12-18,252.37,523,399
2945,2024-06-14,277.61,399,187
2946,2024-12-27,884.14,538,406
2947,2024-03-08,972.55,406,580
2948,2024-10-09,1069.81,580,368
2949,2024-12-23,1176.79,368,373
2950,2024-05-19,1059.11,373,538
2951,2024-03-11,361.27,23,890
2952,2024-01-08,397.4,890,58
2953,2024-02-06,437.14,58,629
2954,2024-01-18,480.85,629,777
2955,2024-01-06,528.94,777,23
2956,2024-12-05,319.31,495,923
2957,2024-02-08,287.38,923,120
2958,2024-10-13,258.64,120,790
2959,2024-05-31,284.5,790,9
2960,2024-03-30,312.95,9,495
2961,2024-02-13,196.26,281,257
2962,2024-04-28,176.63,257,278
2963,2024-03-04,158.97,278,972
2964,2024-02-25,143.07,972,611
2965,2024-09-24,157.38,611,281
2966,2024-08-17,998.78,826,31
2967,2024-06-11,1098.66,31,315
2968,2024-12-30,1208.53,315,88
2969,2024-09-19,1087.68,88,889
2970,2024-04-07,1196.45,889,826
2971,2024-01-12,128.94,900,987
2972,2024-05-01,141.83,987,956
2973,2024-05-14,156.01,956,629
2974,2024-12-28,140.41,629,486
2975,2024-03-01,154.45,486,900
2976,2024-11-18,651.12,595,605
2977,2024-05-27,586.01,605,775
2978,2024-10-01,644.61,775,346
2979,2024-03-14,709.07,346,743
2980,2024-05-18,638.16,743,595
2981,2024-08-28,767.82,255,858
2982,2024-12-29,691.04,858,119
2983,2024-10-21,621.94,119,35
2984,2024-10-22,559.75,35,928
2985,2024-01-05,503.78,928,255
2986,2024-02-09,345.48,712,267
2987,2024-02-22,380.03,267,255
2988,2024-03-11,418.03,255,762
2989,2024-04-10,376.23,762,766
2990,2024-12-26,338.61,766,712
2991,2024-06-25,713.34,288,357
2992,2024-05-19,642.01,357,526
2993,2024-04-17,706.21,526,119
2994,2024-01-23,635.59,119,127
2995,2024-02-20,699.15,127,288
2996,2024-04-26,69.41,461,318
2997,2024-12-11,62.47,318,761
2998,2024-03-22,68.72,761,167
2999,2024-08-22,61.85,167,78
3000,2024-11-02,55.66,78,461
3001,2024-06-09,377.32,17,176
3002,2024-09-27,339.59,176,382
3003,2024-05-29,305.63,382,603
3004,2024-07-23,336.19,603,919
3005,2024-03-09,302.57,919,17
3006,2024-07-16,782.17,905,628
3007,2024-05-10,860.39,628,449
3008,2024-11-21,774.35,449,685
3009,2024-05-13,696.92,685,64
3010,2024-07-20,627.23,64,905
3011,2024-05-06,327.82,310,532
3012,2024-03-16,295.04,532,193
3013,2024-03-25,265.54,193,405
3014,2024-11-20,238.99,405,465
3015,2024-01-29,262.89,465,310
3016,2024-12-05,849.56,507,529
3017,2024-05-15,764.6,529,547
3018,2024-02-27,841.06,547,787
3019,2024-07-23,925.17,787,975
3020,2024-09-26,1017.69,975,507
3021,2024-02-15,195.51,839,636
3022,2024-07-26,175.96,636,397
3023,2024-11-20,158.36,397,763
3024,2024-10-18,174.2,763,811
3025,2024-05-19,156.78,811,839
3026,2024-11-27,144.35,632,291
3027,2024-03-09,158.78,291,645
3028,2024-09-11,174.66,645,268
3029,2024-07-23,192.13,268,689
3030,2024-08-02,211.34,689,632
3031,2024-03-31,520.01,117,573
3032,2024-08-11,468.01,573,310
3033,2024-11-13,421.21,310,497
3034,2024-12-31,463.33,497,726
3035,2024-02-02,509.66,726,117
3036,2024-07-01,357.5,436,534
3037,2024-03-28,393.25,534,266
3038,2024-09-26,432.58,266,429
3039,2024-09-10,475.84,429,457
3040,2024-08-29,523.42,457,436
3041,2024-03-10,32.39,319,915
3042,2024-12-17,35.63,915,543
3043,2024-07-03,39.19,543,176
3044,2024-10-08,35.27,176,33
3045,2024-06-01,38.8,33,319
3046,2024-05-14,724.46,757,671
3047,2024-09-15,652.01,671,284
3048,2024-11-27,717.21,284,36
3049,2024-04-27,788.93,36,490
3050,2024-03-04,867.82,490,757
3051,2024-05-17,185.95,39,47
3052,2024-04-11,167.35,47,437
3053,2024-06-17,184.09,437,331
