Date,Amount,Sender,Receiver
2024-02-24,304.93,343,287
2024-03-22,335.42,287,962
2024-09-20,301.88,962,964
2024-05-16,271.69,964,158
2024-04-16,516.63,145,210
2024-10-03,568.29,210,248
2024-06-18,625.12,248,310
2024-10-03,562.61,310,71
2024-09-24,506.35,71,145
2024-07-11,664.43,798,895
2024-11-08,597.99,895,345
2024-01-23,538.19,345,659
2024-01-16,592.01,659,614
2024-02-16,532.81,614,798
2024-04-22,78.8,476,358
2024-01-01,70.92,358,566
2024-03-20,63.83,566,858
2024-03-20,70.21,858,971
2024-01-27,77.23,971,476
2024-11-01,144.28,671,581
2024-12-19,158.71,581,198
2024-06-24,174.58,198,213
2024-08-27,192.04,213,211
2024-04-30,172.84,211,671
2024-11-20,838.61,694,753
2024-03-16,754.75,753,765
2024-05-18,679.27,765,25
2024-08-24,747.2,25,132
2024-04-11,821.92,132,694
2024-10-01,375.01,313,584
2024-08-07,412.51,584,273
2024-03-06,453.76,273,226
2024-02-05,499.14,226,60
2024-10-06,549.05,60,313
2024-04-24,779.73,478,267
2024-07-15,857.7,267,218
2024-09-12,943.47,218,332
2024-10-26,1037.82,332,461
2024-05-16,1141.6,461,478
2024-12-15,653.84,913,613
2024-07-03,588.46,613,280
2024-10-21,647.31,280,299
2024-11-20,712.04,299,275
2024-02-15,783.24,275,913
2024-02-26,456.38,287,408
2024-01-21,410.74,408,207
2024-08-27,369.67,207,987
2024-04-18,406.64,987,970
2024-08-26,365.98,970,287
2024-06-25,773.81,189,541
2024-04-12,696.43,541,531
2024-01-20,626.79,531,401
2024-05-17,689.47,401,196
2024-03-19,620.52,196,189
2024-06-30,863.56,409,399
2024-09-05,777.2,399,489
2024-11-16,699.48,489,338
2024-05-07,769.43,338,580
2024-11-08,846.37,580,409
2024-09-16,535.14,204,996
2024-08-30,481.63,996,380
2024-11-06,529.79,380,215
2024-11-17,582.77,215,327
2024-09-29,641.05,327,204
2024-09-29,882.1,402,722
2024-01-03,970.31,722,575
2024-06-18,873.28,575,110
2024-12-30,960.61,110,341
2024-09-10,1056.67,341,402
2024-01-20,645.51,65,662
2024-03-27,710.06,662,877
2024-11-28,639.05,877,194
2024-11-23,575.14,194,444
2024-06-02,517.63,444,65
2024-09-10,560.41,950,237
2024-10-26,504.37,237,586
2024-02-16,554.81,586,986
2024-08-31,610.29,986,333
2024-01-07,671.32,333,950
2024-08-29,946.4,550,627
2024-07-16,851.76,627,364
2024-05-05,766.58,364,37
2024-08-27,689.92,37,899
2024-03-11,620.93,899,550
2024-01-28,849.89,233,953
2024-02-26,934.88,953,119
2024-08-28,1028.37,119,124
2024-05-16,925.53,124,407
2024-12-12,1018.08,407,233
2024-10-08,555.32,551,13
2024-03-01,499.79,13,119
2024-01-28,449.81,119,971
2024-10-14,404.83,971,603
2024-03-25,364.35,603,551
2024-12-14,606.55,912,450
2024-03-14,545.89,450,704
2024-09-09,600.48,704,982
2024-10-05,660.53,982,702
2024-01-19,726.58,702,912
2024-12-18,505.01,611,810
2024-06-06,454.51,810,957
2024-02-23,499.96,957,696
2024-03-07,549.96,696,11
2024-07-18,604.96,11,611
2024-04-03,92.19,98,310
2024-01-20,82.97,310,898
2024-07-24,74.67,898,504
2024-06-21,67.2,504,448
2024-08-08,73.92,448,98
2024-01-19,902.9,19,871
2024-02-06,812.61,871,288
2024-01-08,893.87,288,285
2024-09-25,983.26,285,990
2024-03-08,884.93,990,19
2024-10-25,1005.1,904,643
2024-09-10,904.59,643,294
2024-09-21,814.13,294,75
2024-12-21,732.72,75,361
2024-03-20,659.45,361,904
2024-11-04,795.84,74,411
2024-10-10,875.42,411,324
2024-11-19,787.88,324,91
2024-03-04,866.67,91,134
2024-07-10,953.34,134,74
2024-05-02,650.07,564,459
2024-12-10,715.08,459,563
2024-04-16,643.57,563,232
2024-10-01,707.93,232,633
2024-01-10,637.14,633,564
2024-05-27,472.27,443,294
2024-09-08,519.5,294,579
2024-02-21,467.55,579,966
2024-09-23,514.31,966,2
2024-10-05,565.74,2,443
2024-05-14,76.45,388,169
2024-10-15,84.1,169,12
2024-02-18,92.51,12,979
2024-10-31,101.76,979,240
2024-03-22,91.58,240,388
2024-10-25,77.33,619,926
2024-11-16,85.06,926,990
2024-12-17,76.55,990,787
2024-07-15,68.89,787,398
2024-05-12,62.0,398,619
2024-01-15,553.29,116,84
2024-08-11,497.96,84,798
2024-06-27,547.76,798,140
2024-09-20,492.98,140,442
2024-12-19,443.68,442,116
2024-03-02,571.91,33,281
2024-08-01,629.1,281,961
2024-02-15,692.01,961,49
2024-06-20,761.21,49,253
2024-05-06,837.33,253,33
2024-03-07,807.76,345,916
2024-08-15,888.54,916,421
2024-02-04,977.39,421,447
2024-09-05,1075.13,447,992
2024-12-02,967.62,992,345
2024-04-17,877.49,382,565
2024-02-19,789.74,565,929
2024-05-18,868.71,929,572
2024-06-18,781.84,572,117
2024-07-10,860.02,117,382
2024-08-22,440.98,905,454
2024-02-19,396.88,454,613
2024-09-22,436.57,613,600
2024-07-14,480.23,600,683
2024-01-21,528.25,683,905
2024-09-25,134.25,482,472
2024-03-25,147.68,472,824
2024-10-14,162.45,824,186
2024-01-26,146.2,186,573
2024-07-09,160.82,573,482
2024-07-19,597.07,773,500
2024-12-31,656.78,500,361
2024-12-31,591.1,361,106
2024-04-02,650.21,106,931
2024-05-07,715.23,931,773
2024-06-11,422.68,204,571
2024-07-16,380.41,571,335
2024-12-02,418.45,335,985
2024-06-23,376.61,985,412
2024-12-23,414.27,412,204
2024-10-01,229.21,419,672
2024-08-23,252.13,672,367
2024-03-05,226.92,367,579
2024-04-25,204.23,579,498
2024-11-25,183.81,498,419
2024-06-08,728.21,884,703
2024-04-21,655.39,703,931
2024-05-27,589.85,931,418
2024-10-16,648.84,418,325
2024-07-28,583.96,325,884
2024-08-03,330.86,721,944
2024-12-02,297.77,944,766
2024-10-01,267.99,766,227
2024-04-14,241.19,227,224
2024-12-15,217.07,224,721
2024-12-22,281.84,999,647
2024-01-06,253.66,647,583
2024-04-04,228.29,583,592
2024-02-13,205.46,592,106
2024-09-27,184.91,106,999
2024-12-06,15.51,619,179
2024-04-15,17.06,179,486
2024-09-07,15.35,486,786
2024-03-02,13.81,786,404
2024-04-06,15.19,404,619
2024-05-16,156.96,612,522
2024-09-10,141.26,522,93
2024-12-24,155.39,93,429
2024-07-03,139.85,429,463
2024-11-10,125.86,463,612
2024-07-23,118.38,99,541
2024-04-03,106.54,541,237
2024-05-30,95.89,237,474
2024-03-02,86.3,474,199
2024-01-25,77.67,199,99
2024-02-24,1073.27,313,464
2024-05-09,965.94,464,155
2024-12-31,869.35,155,240
2024-03-13,956.29,240,877
2024-04-16,860.66,877,313
2024-11-27,866.62,167,943
2024-11-07,953.28,943,834
2024-10-19,1048.61,834,709
2024-04-11,943.75,709,938
2024-04-27,1038.12,938,167
2024-08-30,286.14,179,124
2024-09-10,257.53,124,640
2024-02-20,283.28,640,701
2024-04-23,311.61,701,708
2024-04-14,342.77,708,179
2024-07-25,888.1,554,910
2024-01-29,799.29,910,759
2024-11-29,879.22,759,269
2024-06-15,791.3,269,647
2024-02-05,712.17,647,554
2024-09-02,117.7,321,996
2024-07-20,129.47,996,252
2024-05-29,142.42,252,665
2024-04-07,156.66,665,119
2024-01-04,172.33,119,321
2024-09-13,364.69,913,113
2024-11-04,401.16,113,368
2024-05-06,361.04,368,861
2024-04-23,397.14,861,756
2024-05-04,436.85,756,913
2024-11-24,476.93,999,532
2024-09-18,429.24,532,928
2024-01-21,386.32,928,833
2024-06-03,424.95,833,407
2024-06-19,382.45,407,999
2024-06-28,627.52,328,917
2024-07-17,564.77,917,495
2024-04-24,621.25,495,9
2024-09-14,683.38,9,418
2024-10-25,751.72,418,328
2024-05-05,873.37,672,961
2024-09-08,786.03,961,997
2024-01-04,864.63,997,446
2024-05-23,951.09,446,511
2024-03-09,855.98,511,672
2024-07-11,849.54,950,269
2024-12-24,764.59,269,610
2024-08-21,688.13,610,985
2024-07-11,619.32,985,551
2024-02-16,681.25,551,950
2024-11-08,275.61,374,772
2024-08-09,303.17,772,443
2024-05-30,333.49,443,58
2024-07-15,300.14,58,892
2024-02-21,330.15,892,374
2024-12-18,550.16,632,727
2024-11-18,495.14,727,223
2024-10-22,544.65,223,748
2024-03-28,599.12,748,440
2024-02-21,539.21,440,632
2024-09-04,346.19,187,906
2024-12-24,311.57,906,716
2024-11-25,280.41,716,523
2024-12-18,252.37,523,399
2024-06-14,277.61,399,187
2024-12-27,884.14,538,406
2024-03-08,972.55,406,580
2024-10-09,1069.81,580,368
2024-12-23,1176.79,368,373
2024-05-19,1059.11,373,538
2024-03-11,361.27,23,890
2024-01-08,397.4,890,58
2024-02-06,437.14,58,629
2024-01-18,480.85,629,777
2024-01-06,528.94,777,23
2024-12-05,319.31,495,923
2024-02-08,287.38,923,120
2024-10-13,258.64,120,790
2024-05-31,284.5,790,9
2024-03-30,312.95,9,495
2024-02-13,196.26,281,257
2024-04-28,176.63,257,278
2024-03-04,158.97,278,972
2024-02-25,143.07,972,611
2024-09-24,157.38,611,281
2024-08-17,998.78,826,31
2024-06-11,1098.66,31,315
2024-12-30,1208.53,315,88
2024-09-19,1087.68,88,889
2024-04-07,1196.45,889,826
2024-01-12,128.94,900,987
2024-05-01,141.83,987,956
2024-05-14,156.01,956,629
2024-12-28,140.41,629,486
2024-03-01,154.45,486,900
2024-11-18,651.12,595,605
2024-05-27,586.01,605,775
2024-10-01,644.61,775,346
2024-03-14,709.07,346,743
2024-05-18,638.16,743,595
2024-08-28,767.82,255,858
2024-12-29,691.04,858,119
2024-10-21,621.94,119,35
2024-10-22,559.75,35,928
2024-01-05,503.78,928,255
2024-02-09,345.48,712,267
2024-02-22,380.03,267,255
2024-03-11,418.03,255,762
2024-04-10,376.23,762,766
2024-12-26,338.61,766,712
2024-06-25,713.34,288,357
2024-05-19,642.01,357,526
2024-04-17,706.21,526,119
2024-01-23,635.59,119,127
2024-02-20,699.15,127,288
2024-04-26,69.41,461,318
2024-12-11,62.47,318,761
2024-03-22,68.72,761,167
2024-08-22,61.85,167,78
2024-11-02,55.66,78,461
2024-06-09,377.32,17,176
2024-09-27,339.59,176,382
2024-05-29,305.63,382,603
2024-07-23,336.19,603,919
2024-03-09,302.57,919,17
2024-07-16,782.17,905,628
2024-05-10,860.39,628,449
2024-11-21,774.35,449,685
2024-05-13,696.92,685,64
2024-07-20,627.23,64,905
2024-05-06,327.82,310,532
2024-03-16,295.04,532,193
2024-03-25,265.54,193,405
2024-11-20,238.99,405,465
2024-01-29,262.89,465,310
2024-12-05,849.56,507,529
2024-05-15,764.6,529,547
2024-02-27,841.06,547,787
2024-07-23,925.17,787,975
2024-09-26,1017.69,975,507
2024-02-15,195.51,839,636
2024-07-26,175.96,636,397
2024-11-20,158.36,397,763
2024-10-18,174.2,763,811
2024-05-19,156.78,811,839
2024-11-27,144.35,632,291
2024-03-09,158.78,291,645
2024-09-11,174.66,645,268
2024-07-23,192.13,268,689
2024-08-02,211.34,689,632
2024-03-31,520.01,117,573
2024-08-11,468.01,573,310
2024-11-13,421.21,310,497
2024-12-31,463.33,497,726
2024-02-02,509.66,726,117
2024-07-01,357.5,436,534
2024-03-28,393.25,534,266
2024-09-26,432.58,266,429
2024-09-10,475.84,429,457
2024-08-29,523.42,457,436
2024-03-10,32.39,319,915
2024-12-17,35.63,915,543
2024-07-03,39.19,543,176
2024-10-08,35.27,176,33
2024-06-01,38.8,33,319
2024-05-14,724.46,757,671
2024-09-15,652.01,671,284
2024-11-27,717.21,284,36
2024-04-27,788.93,36,490
2024-03-04,867.82,490,757
2024-05-17,185.95,39,47
2024-04-11,167.35,47,437
2024-06-17,184.09,437,331
2024-09-24,165.68,331,710
2024-07-10,149.11,710,39
2024-07-17,896.44,431,481
2024-08-13,806.8,481,267
2024-10-23,726.12,267,965
2024-12-24,653.51,965,509
2024-02-17,718.86,509,431
2024-03-13,331.54,134,951
2024-04-10,364.69,951,81
2024-03-06,328.22,81,895
2024-01-28,295.4,895,724
2024-11-08,265.86,724,134
2024-10-05,871.4,845,726
2024-12-06,958.54,726,770
2024-07-21,1054.39,770,859
2024-03-09,948.95,859,226
2024-01-20,1043.85,226,845
2024-03-22,1092.93,833,336
2024-10-28,983.64,336,964
2024-02-12,1082.0,964,260
2024-01-20,1190.2,260,590
2024-05-11,1309.22,590,833
2024-02-14,79.56,698,748
2024-10-31,87.52,748,83
2024-01-21,78.77,83,934
2024-11-29,86.65,934,600
2024-12-08,77.99,600,698
2024-07-23,402.39,972,279
2024-08-26,362.15,279,385
2024-02-06,325.94,385,396
2024-08-28,358.53,396,320
2024-03-26,394.38,320,972
2024-12-23,311.95,106,155
2024-12-15,280.75,155,142
2024-07-03,308.83,142,358
2024-01-25,339.71,358,844
2024-04-19,373.68,844,106
2024-03-18,393.33,423,615
2024-02-03,354.0,615,1000
2024-07-11,389.4,1000,689
2024-03-17,350.46,689,793
2024-07-06,385.51,793,423
2024-08-12,340.59,947,148
2024-01-21,306.53,148,800
2024-07-10,275.88,800,597
2024-04-28,303.47,597,689
2024-06-03,333.82,689,947
2024-12-29,569.57,790,525
2024-12-05,512.61,525,227
2024-02-26,563.87,227,335
2024-07-18,620.26,335,487
2024-11-14,682.29,487,790
2024-11-15,498.65,103,611
2024-03-14,448.78,611,494
2024-01-03,493.66,494,792
2024-11-28,543.03,792,177
2024-08-14,488.73,177,103
2024-05-29,301.95,63,793
2024-04-01,332.15,793,77
2024-12-07,365.37,77,135
2024-05-27,328.83,135,109
2024-03-17,295.95,109,63
2024-08-27,878.49,797,639
2024-09-25,790.64,639,18
2024-12-19,869.7,18,287
2024-04-21,782.73,287,63
2024-05-15,704.46,63,797
2024-08-01,46.35,59,94
2024-02-18,50.99,94,788
2024-01-21,56.09,788,106
2024-09-26,61.7,106,440
2024-11-22,55.53,440,59
2024-05-31,281.75,438,391
2024-12-27,253.58,391,249
2024-12-24,228.22,249,727
2024-08-15,205.4,727,143
2024-04-05,225.94,143,438
2024-01-12,626.79,368,959
2024-12-03,689.47,959,216
2024-01-04,620.52,216,21
2024-01-24,558.47,21,456
2024-01-20,502.62,456,368
2024-09-09,345.28,48,486
2024-06-27,379.81,486,188
2024-06-28,341.83,188,88
2024-06-09,376.01,88,8
2024-11-11,413.61,8,48
2024-01-20,193.08,235,374
2024-01-06,173.77,374,718
2024-10-11,191.15,718,499
2024-09-16,210.27,499,243
2024-11-04,189.24,243,235
2024-09-14,170.5,337,748
2024-04-23,153.45,748,372
2024-07-14,168.79,372,186
2024-07-02,151.91,186,658
2024-05-01,136.72,658,337
2024-10-10,599.23,714,685
2024-02-27,659.15,685,287
2024-10-01,725.07,287,756
2024-05-13,797.58,756,654
2024-03-14,717.82,654,714
2024-09-19,624.34,236,341
2024-12-17,686.77,341,870
2024-12-30,618.09,870,588
2024-07-31,556.28,588,722
2024-10-27,500.65,722,236
2024-10-27,740.14,557,164
2024-08-07,814.15,164,867
2024-04-27,895.57,867,774
2024-07-17,985.13,774,475
2024-09-29,1083.64,475,557
2024-04-23,665.8,645,903
2024-04-12,599.22,903,93
2024-07-08,659.14,93,375
2024-03-15,593.23,375,500
2024-05-14,652.55,500,645
2024-01-26,582.71,546,24
2024-08-11,524.44,24,642
2024-05-13,576.88,642,576
2024-09-19,519.19,576,540
2024-07-18,571.11,540,546
2024-04-13,156.65,989,172
2024-01-29,140.99,172,970
2024-02-19,155.09,970,711
2024-10-13,170.6,711,208
2024-07-16,187.66,208,989
2024-10-26,333.05,162,528
2024-02-23,299.75,528,491
2024-05-05,329.73,491,23
2024-06-02,296.76,23,702
2024-02-15,326.44,702,162
2024-02-01,851.17,670,412
2024-09-04,766.05,412,285
2024-08-10,842.65,285,393
2024-07-16,758.38,393,95
2024-09-08,834.22,95,670
2024-01-02,432.72,2,441
2024-10-21,389.45,441,867
2024-07-20,428.4,867,578
2024-10-18,385.56,578,340
2024-04-18,347.0,340,2
2024-06-02,381.28,816,778
2024-09-04,343.15,778,673
2024-09-09,308.83,673,325
2024-11-05,339.71,325,216
2024-10-30,373.68,216,816
2024-02-14,196.98,53,926
2024-02-28,177.28,926,802
2024-03-21,195.01,802,760
2024-11-23,214.51,760,644
2024-05-09,235.96,644,53
2024-01-30,466.59,359,437
2024-01-01,419.93,437,292
2024-04-11,461.92,292,439
2024-08-06,508.11,439,554
2024-08-02,457.3,554,359
2024-05-01,516.52,731,817
2024-12-27,568.17,817,169
2024-02-16,511.35,169,199
2024-11-16,562.49,199,944
2024-09-20,506.24,944,731
2024-02-17,891.59,775,554
2024-01-20,802.43,554,417
2024-09-30,722.19,417,833
2024-11-20,794.41,833,935
2024-08-18,873.85,935,775
2024-07-15,859.71,729,175
2024-09-30,945.68,175,478
2024-10-30,1040.25,478,809
2024-11-15,936.23,809,607
2024-06-21,842.61,607,729
2024-10-07,139.09,879,298
2024-08-26,125.18,298,355
2024-07-09,112.66,355,927
2024-05-19,101.39,927,718
2024-02-21,91.25,718,879
2024-05-16,789.53,209,632
2024-08-22,868.48,632,261
2024-05-05,781.63,261,658
2024-04-11,703.47,658,547
2024-12-17,633.12,547,209
2024-12-02,332.03,846,696
2024-08-22,298.83,696,411
2024-03-31,328.71,411,778
2024-12-01,295.84,778,415
2024-05-24,266.26,415,846
2024-09-06,76.48,54,512
2024-01-12,68.83,512,633
2024-01-21,75.71,633,606
2024-01-13,83.28,606,44
2024-07-09,74.95,44,54
2024-11-03,737.1,740,633
2024-03-22,810.81,633,681
2024-09-14,891.89,681,852
2024-11-15,981.08,852,274
2024-04-11,882.97,274,740
2024-07-29,463.42,214,808
2024-06-22,509.76,808,239
2024-08-06,560.74,239,195
2024-05-05,504.67,195,39
2024-01-22,454.2,39,214
2024-11-29,681.7,819,875
2024-04-08,749.87,875,147
2024-05-04,824.86,147,2
2024-09-18,907.35,2,242
2024-01-27,998.09,242,819
2024-09-27,743.04,917,265
2024-05-08,817.34,265,979
2024-06-25,899.07,979,324
2024-11-14,809.16,324,375
2024-01-20,890.08,375,917
2024-11-24,231.24,268,579
2024-10-20,254.36,579,839
2024-12-18,228.92,839,665
2024-10-26,251.81,665,860
2024-10-22,226.63,860,268
2024-09-14,103.92,327,428
2024-02-07,93.53,428,246
2024-12-01,84.18,246,140
2024-03-04,92.6,140,790
2024-07-30,83.34,790,327
2024-11-13,110.99,484,325
2024-01-26,122.09,325,347
2024-02-15,109.88,347,274
2024-06-19,98.89,274,389
2024-11-29,89.0,389,484
2024-11-22,322.74,963,166
2024-03-10,290.47,166,431
2024-10-10,319.52,431,949
2024-08-04,287.57,949,526
2024-11-22,258.81,526,963
2024-04-09,476.5,443,410
2024-05-13,524.15,410,832
2024-12-16,576.57,832,967
2024-04-25,518.91,967,496
2024-12-27,570.8,496,443
2024-03-22,655.72,970,448
2024-09-22,590.15,448,597
2024-07-06,649.17,597,479
2024-08-06,584.25,479,332
2024-11-29,642.68,332,970
2024-09-29,1007.01,536,824
2024-01-10,906.31,824,73
2024-05-23,996.94,73,392
2024-08-18,1096.63,392,370
2024-11-16,986.97,370,536
2024-06-05,433.43,530,207
2024-03-25,476.77,207,148
2024-03-17,524.45,148,885
2024-12-27,576.9,885,468
2024-07-13,634.59,468,530
2024-09-29,145.41,848,643
2024-04-03,130.87,643,433
2024-02-26,143.96,433,146
2024-01-17,158.36,146,495
2024-06-22,174.2,495,848
2024-07-24,406.61,211,614
2024-06-14,365.95,614,161
2024-05-26,402.55,161,214
2024-10-20,362.3,214,791
2024-02-28,398.53,791,211
2024-05-25,91.82,479,865
2024-03-25,101.0,865,37
2024-01-20,90.9,37,659
2024-06-01,81.81,659,49
2024-08-30,73.63,49,479
2024-02-13,817.21,163,901
2024-11-13,898.93,901,92
2024-12-21,988.82,92,12
2024-08-13,1087.7,12,521
2024-07-11,1196.47,521,163
2024-11-14,1022.77,670,521
2024-11-25,920.49,521,615
2024-12-02,1012.54,615,208
2024-03-30,1113.79,208,573
2024-02-25,1002.41,573,670
2024-03-18,706.16,644,47
2024-08-05,776.78,47,569
2024-11-10,699.1,569,857
2024-05-28,769.01,857,826
2024-12-10,692.11,826,644
2024-10-08,541.91,341,343
2024-12-28,487.72,343,469
2024-12-01,536.49,469,415
2024-11-05,482.84,415,129
2024-08-04,531.12,129,341
2024-01-04,717.5,365,114
2024-04-28,789.25,114,407
2024-10-07,710.33,407,280
2024-01-28,781.36,280,41
2024-12-17,703.22,41,365
2024-07-06,151.04,675,277
2024-05-31,166.14,277,225
2024-07-10,149.53,225,735
2024-08-09,134.58,735,359
2024-07-22,148.04,359,675
2024-05-02,469.36,267,287
2024-04-04,516.3,287,535
2024-06-05,464.67,535,769
2024-01-28,511.14,769,211
2024-03-15,562.25,211,267
2024-12-06,47.11,251,726
2024-04-24,42.4,726,869
2024-01-04,38.16,869,811
2024-05-25,34.34,811,343
2024-05-21,30.91,343,251
2024-03-24,816.91,4,409
2024-08-24,735.22,409,566
2024-01-27,808.74,566,303
2024-09-06,889.61,303,770
2024-09-08,800.65,770,4
2024-06-19,708.91,869,863
2024-11-27,638.02,863,898
2024-08-06,574.22,898,717
2024-12-03,631.64,717,189
2024-04-20,568.48,189,869
2024-05-25,152.98,51,308
2024-10-19,168.28,308,832
2024-01-12,151.45,832,947
2024-03-27,136.31,947,361
2024-10-03,149.94,361,51
2024-08-08,1093.9,540,30
2024-05-21,1203.29,30,132
2024-08-07,1082.96,132,528
2024-06-04,974.66,528,24
2024-10-06,1072.13,24,540
2024-11-24,171.38,131,173
2024-10-18,154.24,173,856
2024-02-13,169.66,856,411
2024-01-22,186.63,411,247
2024-10-31,205.29,247,131
2024-03-11,883.53,567,507
2024-10-15,795.18,507,508
2024-09-01,715.66,508,724
2024-08-26,787.23,724,801
2024-12-11,708.51,801,567
2024-07-03,686.66,187,391
2024-02-04,755.33,391,359
2024-11-30,830.86,359,302
2024-10-30,747.77,302,203
2024-10-09,672.99,203,187
2024-08-12,637.79,287,260
2024-12-08,574.01,260,569
2024-10-12,631.41,569,974
2024-06-03,568.27,974,185
2024-01-16,625.1,185,287
2024-10-06,1042.67,8,91
2024-11-13,1146.94,91,10
2024-03-27,1032.25,10,843
2024-03-20,1135.48,843,43
2024-06-13,1249.03,43,8
2024-10-05,1070.89,201,463
2024-01-20,963.8,463,689
2024-03-07,867.42,689,509
2024-08-19,780.68,509,196
2024-11-17,858.75,196,201
2024-02-09,335.69,509,234
2024-01-10,302.12,234,110
2024-03-16,271.91,110,803
2024-06-06,244.72,803,727
2024-07-07,269.19,727,509
2024-02-04,559.14,34,574
2024-07-30,615.05,574,231
2024-04-09,553.54,231,37
2024-12-10,608.89,37,224
2024-06-26,548.0,224,34
2024-07-23,1066.48,386,803
2024-01-06,1173.13,803,165
2024-11-03,1055.82,165,540
2024-12-27,950.24,540,351
2024-05-13,1045.26,351,386
2024-04-30,598.19,540,779
2024-10-02,538.37,779,456
2024-07-16,592.21,456,630
2024-04-28,651.43,630,590
2024-05-16,586.29,590,540
2024-07-01,448.72,609,101
2024-05-15,403.85,101,690
2024-06-26,444.24,690,400
2024-06-21,399.82,400,390
2024-11-03,359.84,390,609
2024-07-12,747.02,809,947
2024-04-24,672.32,947,85
2024-06-15,605.09,85,753
2024-08-13,665.6,753,197
2024-09-18,599.04,197,809
2024-09-28,1030.65,595,740
2024-01-29,927.59,740,28
2024-06-12,1020.35,28,67
2024-03-07,1122.39,67,805
2024-03-21,1234.63,805,595
2024-08-13,888.71,95,467
2024-04-20,977.58,467,442
2024-03-11,1075.34,442,369
2024-03-30,1182.87,369,780
2024-02-26,1301.16,780,95
2024-08-25,535.78,287,294
2024-08-26,589.36,294,581
2024-03-18,530.42,581,2
2024-08-31,583.46,2,487
2024-11-28,525.11,487,287
2024-01-20,240.7,919,56
2024-02-16,264.77,56,864
2024-06-28,291.25,864,319
2024-03-21,262.12,319,890
2024-06-03,288.33,890,919
2024-02-17,1022.5,193,724
2024-11-11,1124.75,724,879
2024-01-21,1237.23,879,982
2024-08-14,1360.95,982,935
2024-01-07,1224.86,935,193
2024-08-23,339.79,204,622
2024-07-28,373.77,622,758
2024-08-19,411.15,758,562
2024-06-30,452.26,562,711
2024-08-15,407.03,711,204
2024-05-07,330.19,949,898
2024-05-24,297.17,898,669
2024-12-27,267.45,669,434
2024-07-25,240.7,434,329
2024-03-02,216.63,329,949
2024-07-26,877.12,152,18
2024-09-24,964.83,18,722
2024-04-11,868.35,722,842
2024-03-08,781.51,842,141
2024-01-15,703.36,141,152
2024-11-05,316.63,396,955
2024-10-20,284.97,955,238
2024-08-03,313.47,238,369
2024-12-10,282.12,369,829
2024-04-20,253.91,829,396
2024-12-19,826.38,766,4
2024-11-03,909.02,4,107
2024-03-27,999.92,107,143
2024-02-28,1099.91,143,345
2024-05-23,989.92,345,766
2024-05-04,242.29,445,9
2024-10-03,218.06,9,18
2024-10-23,239.87,18,15
2024-08-29,263.86,15,368
2024-02-07,237.47,368,445
2024-09-16,997.44,102,170
2024-12-30,1097.18,170,374
2024-09-04,987.46,374,92
2024-05-18,888.71,92,952
2024-04-07,977.58,952,102
2024-01-07,1089.0,742,108
2024-03-09,1197.9,108,571
2024-07-07,1078.11,571,750
2024-06-16,1185.92,750,155
2024-01-18,1304.51,155,742
2024-01-28,1050.45,287,37
2024-11-11,1155.5,37,59
2024-07-15,1271.05,59,259
2024-05-29,1143.94,259,76
2024-07-17,1258.33,76,287
2024-12-15,292.46,274,48
2024-08-02,321.71,48,235
2024-03-14,353.88,235,651
2024-09-15,389.27,651,751
2024-12-19,428.2,751,274
2024-04-07,392.84,862,433
2024-07-20,353.56,433,487
2024-06-13,318.2,487,190
2024-11-07,286.38,190,763
2024-03-16,257.74,763,862
2024-04-01,130.61,330,59
2024-03-23,143.67,59,746
2024-07-01,129.3,746,769
2024-06-16,142.23,769,316
2024-01-15,128.01,316,330
2024-12-18,673.22,196,382
2024-01-02,740.54,382,219
2024-04-23,666.49,219,971
2024-12-24,599.84,971,664
2024-07-15,659.82,664,196
2024-03-27,431.6,101,628
2024-08-24,474.76,628,431
2024-02-13,427.28,431,471
2024-12-26,470.01,471,787
2024-10-24,517.01,787,101
2024-12-25,358.91,313,905
2024-05-11,323.02,905,835
2024-05-06,355.32,835,929
2024-05-15,319.79,929,465
2024-05-25,287.81,465,313
2024-07-30,677.74,833,1
2024-02-01,609.97,1,968
2024-04-23,548.97,968,701
2024-11-16,494.07,701,487
2024-01-25,543.48,487,833
2024-07-23,797.64,807,788
2024-09-26,717.88,788,551
2024-12-01,646.09,551,264
2024-04-08,710.7,264,238
2024-10-21,639.63,238,807
2024-12-28,572.84,968,924
2024-02-04,630.12,924,388
2024-07-23,693.13,388,818
2024-12-27,623.82,818,477
2024-12-22,561.44,477,968
2024-01-03,112.35,740,4
2024-06-24,123.59,4,91
2024-11-08,135.95,91,184
2024-05-30,149.54,184,419
2024-03-15,164.49,419,740
2024-11-01,785.44,47,804
2024-05-03,706.9,804,512
2024-12-25,636.21,512,238
2024-07-01,699.83,238,572
2024-05-05,629.85,572,47
2024-09-24,390.8,654,329
2024-09-19,429.88,329,47
2024-07-01,472.87,47,26
2024-05-11,520.16,26,123
2024-03-06,572.18,123,654
2024-12-29,341.35,497,989
2024-01-23,307.22,989,37
2024-10-22,337.94,37,348
2024-05-09,304.15,348,374
2024-06-21,334.56,374,497
2024-11-15,272.96,370,379
2024-05-12,245.66,379,991
2024-01-04,270.23,991,790
2024-04-27,297.25,790,350
2024-09-09,267.53,350,370
2024-06-26,675.16,70,453
2024-05-30,607.64,453,525
2024-09-10,546.88,525,88
2024-10-21,601.57,88,276
2024-01-04,541.41,276,70
2024-06-29,205.99,973,642
2024-04-14,185.39,642,895
2024-04-24,203.93,895,345
